Is the following sentence factually correct?\n"Reading Romantic poetry is not accepted in out culture."\nOptions:\n- yes\n- no	no	Our culture does not find anything wrong with reading romantic poetry.
Yes / no, is the following a verifiable fact?\n"Short-eared dogs have the biggest wings of all the mammals."	no	Short-eared dogs actually do not have wings at all.
Claim: "Fault requires action to be taken to fix it."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	Fault (geology) is actually a structural geology and does not refer to mistake made.
Is the following a factual statement?\n"The National Weather Service serves weather with take-out delivery as well as in a sit-down environment."\nOptions:\n- yes\n- no	no	The National Weather Service is an information service and not a restaurant.
Yes / no, is the following a verifiable fact?\n"Jason Mraz invented the electric guitar while fighting in the trenches in World War I."	no	Jason Mraz did not fight in World War I and someone else invented the electric guitar.
Does the following sentence make sense?\n"The Crane lives on all continents except Antarctica."\nOptions:\n- yes\n- no	no	Cranes live on all continents except Antarctica and South America.
Is the following sentence factually correct?\n"Recent classified documents states that a Dyson Sphere was found around a distant star using the Hubble Space Telescope."\nOptions:\n- yes\n- no	no	No structures besides ours have ever been found in space.
Is the following a factual statement?\n"Kid Cudi recently graduated from preschool."\nOptions:\n- yes\n- no	no	Kid Cudi is an acclaimed rapper and there are no children that rap that are of the preschool age.
Yes / no, is the following a verifiable fact?\n"Eddie Murphy makes entire audiences laugh out loud."	yes	Eddie Murphy is a comedian that is very popular and funny.
Does the following sentence make sense?\n"Children in Flint, Michigan have been damaged for life due to the Flint Water Crisis."\nOptions:\n- yes\n- no	yes	Due to a government decision to switch water sources, large amounts of lead seeped into Flint's tap water, poisoning thousands of kids with lead which permanently affects their mental development.
Is the following statement true?\n"The 1906 San Francisco earthquake caused a war."	no	The 1906 San Francisco earthquake did not cause a war.
Is the following sentence factually correct?\n"Adrenaline kicks the heart rate up during stressful situations."\nOptions:\n- yes\n- no	yes	Adrenaline is a hormone that secretes from the adrenal gland during stressful situations.
Is the following a factual statement?\n"A Sloth runs very quickly to escape predators."\nOptions:\n- yes\n- no	no	Sloths cannot run, and they also do not have any natural predators.
Does the following sentence make sense?\n"Martha Stewart won several Grammy awards based on her TV show and magazine."\nOptions:\n- yes\n- no	no	Martha Stewart has never won a Grammy award.
Claim: "Attack on Pearl Harbor happened on December 1941."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	On December 1941 Pearl Harbor was indeed attacked.
Is the following statement true?\n"The female head of Brazil government is Dilma Rousseff."	yes	Dilma Rousseff is a Brazillian economist by training.
Is the following sentence factually correct?\n"Christopher Columbus circumnavigated the globe before anyone else."\nOptions:\n- yes\n- no	no	Ferdinand Magellan's crew were the first to circumnavigate the globe.
Is the following a factual statement?\n"Richard Gere starred in a movie with Julia Roberts."\nOptions:\n- yes\n- no	yes	Richard Gere and Julia Roberts played lead roles in Pretty Woman.
Yes / no, is the following a verifiable fact?\n"John Ashcroft served as U.S. Attorney General during part of the George W. Bush administration."	yes	George W. Bush appointed John Ashcroft U.S. Attorney General and Ashcroft served in that position for several years.
Does the following sentence make sense?\n"Only few world's major faiths leaders, of count 10, signed the Initial Declaration of Golden Rule."\nOptions:\n- yes\n- no	no	The Initial Declaration was signed by 143 leaders from all of the world's major faiths, including Baháʼí Faith, Brahmanism, Brahma Kumaris, Buddhism, Christianity, Hinduism, Indigenous, Interfaith, Islam, Jainism, Judaism, Native American, Neo-Pagan, Sikhism, Taoism, Theosophist, Unitarian Universalist and Zoroastrian.
Claim: "The city of Cleveland lies within the boundaries of Cuyahoga County, Ohio in northeastern Ohio."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Cleveland is the largest city and seat of Cuyahoga County, Ohio.
"Many Ballads can be found on Spotify."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	Spotify has a large catalogue of music, including ballads of all kinds (rock, classical, etc.).
Is the following statement true?\n"Saif Ali Khan works as the prime minister of India."	no	This is false because Saif Ali Khan is not a political leader but he is a movie actor and producer.
Is the following sentence factually correct?\n"Casio manufactures and maintains the Honda engines of cars."\nOptions:\n- yes\n- no	no	This sentence is false because Casio does not deal with car engines.
Is the following a factual statement?\n"IOS acts as a virus that goes into to your computer and steals information."\nOptions:\n- yes\n- no	no	IOS does not steal any information, it is the operating system.
Does the following sentence make sense?\n"Claude Shannon think he the only chess player he is not the only person travel in other states to play chess we see."\nOptions:\n- yes\n- no	no	Claude Shannon think he is the only chess player run around the world.
"The Great Gatsby promotes teenagers to commit suicide."\nIs the above claim true?\nOptions:\n- yes\n- no	no	The sentence is false because there is no evidence of the claim being true. There is not evidence through statistics or experiences to demonstrate that the book has this effect on teenagers.
Is the following statement true?\n"Mike Pompeo did not like working for or under President Trump."	no	The sentence is false because there is not sufficient evidence to demonstrate otherwise. Perhaps the claim could be true, but there is no indication or evidence for it to be. Pompeo never made the claim himself.
Is the following a factual statement?\n"Sermons expand upon a message from the Bible."\nOptions:\n- yes\n- no	yes	Sermons generally start from a Bible verse and then build upon that message.
Yes / no, is the following a verifiable fact?\n"Because of the Rail transport in China there are no longer any colored people in the country."	no	That is absolutely false, there are plenty of ethnics minorities of all kinds throughout Chini.
Does the following sentence make sense?\n"Prague Spring attempted to grant additional rights to the citizens of Czechoslovakia in an act of partial decentralization."\nOptions:\n- yes\n- no	yes	The sentence is true because historians have researched the matter and have demonstrated through reasonable evidence that the above claim is true. Also, people who experienced it have left testimonies.
"The European Court of Justice holds trials in Australia."\nIs the above claim true?\nOptions:\n- yes\n- no	no	The European Court of Justice is not based in Australia.
Is the following statement true?\n"George Orwell wrote the novels 1984 and Animal Farm as a warning about authoritarianism and totalitarianism."	yes	George Orwell authored several novels about despotic governments and fascistic collectives.
Is the following sentence factually correct?\n"A major backer of terrorism in Europe is the French Army."\nOptions:\n- yes\n- no	no	The French Army does not back terrorism in Europe.
Is the following a factual statement?\n"I picked up the Peach and talked into it, but couldnt hear my mother who just called."\nOptions:\n- yes\n- no	no	A peach is not a phone, but a fruit instead.
Does the following sentence make sense?\n"The Black-tailed prairie dog eats, digs, and is active during daylight hours."\nOptions:\n- yes\n- no	yes	These prairie dogs sleep at night, they are diurnal.
"Most of Sir. Arthur Conan Doyle stories are based on his experiences as the real Jack the Ripper."\nIs the above claim true?\nOptions:\n- yes\n- no	no	There has never been any speculation that Arthur Conan Doyle was Jack the Ripper. The time lines dont match up.
Yes / no, is the following a verifiable fact?\n"Goofy, a fictional dog, has appeared in many Disney cartoons."	yes	Goofy has appeared in numerous Disney cartoons spanning decades.
Claim: "Some restaurants use the Sweet potato to make fries."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Sweet potato fries are a menu option in many restaurants today.
Is the following statement true?\n"When the city of Windsor, in Canada, was chosen as the setting for The Wire the Canadian city was jubilant."	no	The Wire was filmed entirely in Baltimore, Maryland.
Is the following sentence factually correct?\n"Little Red Riding Hood served as a warning to children not to go into the woods by themselves."\nOptions:\n- yes\n- no	yes	The fairy tale directly contrasts the safety of the village to danger of the forest where the wolf stalks Little Red.
Is the following a factual statement?\n"Euclidean geometry has nothing to do with shapes."\nOptions:\n- yes\n- no	no	Euclidean geometry is the basis of how people have understood the properties of shapes for millennia.
Yes / no, is the following a verifiable fact?\n"E. O. Wilson studies ants in depth."	yes	E. O. Wilson's has many publications in ant research.
Does the following sentence make sense?\n"Post Malone appeared a few times in Sesame Street."\nOptions:\n- yes\n- no	no	He never guest appeared in the show as of 2020.
"A Bull shark travels as far as 100 miles up the Mississippi river."\nIs the above claim true?\nOptions:\n- yes\n- no	no	Actually, a Bull Shark has been known to go as far as 700 miles up the Mississippi.
Is the following sentence factually correct?\n"Oats provide a rich array of basic nutrients."\nOptions:\n- yes\n- no	yes	In a 100 g serving, oats provide 389 kcal of food energy and provide 34% the Daily Value of protein, 44% of the daily value DV of fiber, several B vitamins and numerous dietary minerals, especially manganese.
Is the following a factual statement?\n"Grilling has become known as the best method for brewing iced tea."\nOptions:\n- yes\n- no	no	Grilling is a type of cooking, not a type of tea making.
Does the following sentence make sense?\n"Chives produce edible leaves and flowers and belongs to the species of flowering plant in the family, Amaryllidaceae."\nOptions:\n- yes\n- no	yes	Chives, scientific name Allium schoenoprasum, is a species of flowering plant in the family Amaryllidaceae.
Claim: "Eminem's wrote revolutionary music that inspired a generation of hip-hop artists."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Eminem's music is held to be highly influential on hip-hop in the 2000's.
"The Georgia Dome has hosted several SEC Football Championship games."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	The Georgia Dome for years was where the SEC football would hold their championship game.
Is the following statement true?\n"The Who performed at Woodstock, but spoke critically of it after the fact."	yes	The Who's critique of Woodstock is fairly well known among classic rock geeks.
Is the following sentence factually correct?\n"Moby created the whale from the novel Moby Dick."\nOptions:\n- yes\n- no	no	Moby Dick came out long before Moby the musician was born.
Is the following a factual statement?\n"Holiday Inn prices are better than every other hotel."\nOptions:\n- yes\n- no	no	Hotel prices often vary depending on sales, price, and date range, so the Holiday Inn may not always be the best deal.
Yes / no, is the following a verifiable fact?\n"Sally Ride released several books for children to read."	yes	Sally Ride is an author of children's books.
Does the following sentence make sense?\n"The Cure helps patients recover from infection."\nOptions:\n- yes\n- no	no	They were a rock band not a remedy.
Claim: "One could see Gotham releasing several episodes on network television."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Gotham (TV series) is a TV show that is released weekly.
Is the following statement true?\n"The Giraffe uses its long neck to eat from tall trees."	yes	The second tallest animal is an elephant but a giraffe is taller.
Is the following sentence factually correct?\n"Police brutality became outlawed by the United States."\nOptions:\n- yes\n- no	no	Police brutality is a social issue and has not been declared outlawed by any United States.
Is the following a factual statement?\n"All peope in the Legislative Yuan serve a lifelong term."\nOptions:\n- yes\n- no	no	Incumbents in the Legislative Yuan can be voted out by the electorate.
Yes / no, is the following a verifiable fact?\n"John James Audubon possessed an allergy against celery."	no	I think the sentence is false because there is no evidence that John in fact had an allergy. There would need to be a record for it to be deemed true now.
Does the following sentence make sense?\n"Thanksgiving observed on upcoming Friday is a federal holiday."\nOptions:\n- yes\n- no	no	Thanksgiving is observed on Thanksgiving (United States) is a Federal Holiday.
Does the following sentence make sense?\n"Jeb Bush served as Governor of Florida and also attempted to garner the Republican nomination for President of the United States."\nOptions:\n- yes\n- no	yes	Jeb Bush ran for President in 2016 and occupied the office of Governor of Florida prior to his run for President.
Is the following statement true?\n"Stoning is still a current form of capital punishment in certain areas of the world."	yes	Afghanistan and Iran is one of those nations that practice stoning.
Is the following sentence factually correct?\n"Alan Keyes traveled to the moon."\nOptions:\n- yes\n- no	no	Most people know that not many people have traveled to the moon.
Is the following a factual statement?\n"Due to its high density, countries around the world use Palladium to mint coins."\nOptions:\n- yes\n- no	no	Palladium is the least dense of the platinum metals and is rarely used in coins.
Does the following sentence make sense?\n"People play Scrabble by placing tiles on a board."\nOptions:\n- yes\n- no	yes	Scrabble is a turn-based game where rows of lettered tiles are placed on a board to form words.
Claim: "A Businessperson drives a fire truck to work."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	A Businessperson does not drive a fire truck, a firefighter drives a fire truck.
"Mark Antony and Cleopatra fled to Italy and been defeated to death at the Battle of Alexandria."\nIs the above claim true?\nOptions:\n- yes\n- no	no	Antony and Cleopatra fled to Egypt where, having again been defeated at the Battle of Alexandria, they committed suicide.
Is the following statement true?\n"The Power Rangers lived in the sewer and loved eating pizza."	no	The Teenage Mutant Ninja Turtles, not the Power Rangers, were sewer-dwelling pizza lovers.
Is the following a factual statement?\n"Drum includes different types of Drums such as Drum sets and marching Drum s."\nOptions:\n- yes\n- no	yes	Drum is a musical instrument and a membranophone.
Yes / no, is the following a verifiable fact?\n"Pecans did not originate from the southern regions of the United States and have not become a very popular cuisine. These fruits are noted harvested in Mexico."	no	Facts provided say originated from US and Mexico and nuts and seeds; this calls them fruits.
Does the following sentence make sense?\n"Earth orbits the Sun as part of the Respiratory system."\nOptions:\n- yes\n- no	no	Earth is a part of the Solar System, not the respiratory system.
Claim: "Monarch butterfly kills other species those are knows as agricultural friendly."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	It needs deeper investigation and research, so it is not sure whether they kills other farming friendly species.
"Estonian language originated in countries such as Russia and Estonia."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	The Estonian language can be found in Russia.
Is the following statement true?\n"Burt Reynolds worked last week on a movie that will be released next year."	no	Burt Reynolds was an actor, but he has been dead for over a year.
Is the following sentence factually correct?\n"Goofy appeared in many animated features through the years."\nOptions:\n- yes\n- no	yes	Goofy was a cartoon character by Disney who appeared in several shows and movies.
Is the following a factual statement?\n"Menstruation describes an illness in which the human reproductive system is effected."\nOptions:\n- yes\n- no	no	Menstruation is a perfectly normal process for women, not an illness.
Claim: "An award winning grammy artist is known as Chuck Norris."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	Chuck Norris is a male actor with martial arts skills.
Is the following a factual statement?\n"Parents take responsibility for their children's actions until they are considered adults."\nOptions:\n- yes\n- no	yes	Children are in a very developmental stage of life and are not capable of taking full responsibility for their actions.
Yes / no, is the following a verifiable fact?\n"The biggest conspiracy of all time is the use of Medicine to cure people. Its really used to get people to spend money and take toxic substances to reduce population."	no	Legit, proven medicine has saved countless lives over the centuries.
Claim: "Fort Lauderdale, Florida Cities are in Florida."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Fort Lauderdale, Florida have more cities than others.
Is the following statement true?\n"One was able to see Nikolai Rimsky-Korsakov perform at the inauguration of Richard Nixon."	no	Nikolai Rimsky-Korsakov passed away in 1908 over 50 years before Richard Nixon became president.
Is the following a factual statement?\n"An effective treatment for depression is Bupropion."\nOptions:\n- yes\n- no	yes	Bupropion is a dopamine inhibitor that helps with depression in some people.
Claim: "Snoopy imagines that he is a World War I flying ace."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	In the comic strip "Peanuts," there are many story lines about Snoopy imagining that he is a WWI flying ace, with his dog house as an airplane.
Is the following sentence factually correct?\n"Coachella Valley Music and Arts Festival hosts all ages of people."\nOptions:\n- yes\n- no	no	Coachella Valley Music and Arts Festival is for people over the ages of 18 years and older.
Is the following a factual statement?\n"Iron Man triathlon requires the athletes to swim, bike and run."\nOptions:\n- yes\n- no	no	Iron Man (2008 film) is actually an American film and not the full Ironman Triathlon.
Yes / no, is the following a verifiable fact?\n"The Liberty Bell lies preserved in the Smithsonian Museum."	no	The Liberty Bell is in Philadelphia, not in Washington D.C.
Claim: "Charlemagne governed the Franks in lieu of a king and declined to call himself king."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Charles was succeeded in 741 by his sons Carloman and Pepin the Short, the father of Charlemagne.
"Bipolar disorder means that you have multiple identities."\nIs the above claim true?\nOptions:\n- yes\n- no	no	Bipolar disorder is not characterized by two or more personalities but by experiencing periods of mania and periods of depression.
Is the following statement true?\n"Lily Tomlin won the Grammy Award for Best Comedy Album."	yes	Lily" Tomlin is an American actress, comedian, writer, singer, and producer.
Is the following sentence factually correct?\n"Twelfth Night stunned audiences upon its first screening with its portrayal of a wookie creature."\nOptions:\n- yes\n- no	no	Star Wars, not Twelfth Night, had a wookie as a character.
Is the following a factual statement?\n"Karachi collects more than a third of Pakistan's tax revenue, and generates approximately 20% of Pakistan's entire Gross Domestic Product (GDP)."\nOptions:\n- yes\n- no	yes	Karachi is now Pakistan's premier industrial and financial centre.
Does the following sentence make sense?\n"Korean drama airs on South Korean airwaves."\nOptions:\n- yes\n- no	yes	North Korea does not have a bustling entertainment industry.
"Watchmakers use tools to repair watches."\nIs the above claim true?\nOptions:\n- yes\n- no	no	Watchmakers use tools to make watches, while watch repairmen repair watches.
Is the following statement true?\n"Hello is an English greeting word and phrase."	yes	You can look it up on the dictionary.
Is the following a factual statement?\n"Leonardo da Vinci danced every single day since he was a young boy."\nOptions:\n- yes\n- no	no	My sentence is false because there aren't any records of evidence for the claim to be deemed true.
Does the following sentence make sense?\n"Homer hosted a book signing in New York last year."\nOptions:\n- yes\n- no	no	Homer was an ancient writer who has been dead for centuries.
Claim: "The Calabrian word 'Ndrangheta derives from Greek andragathía, meaning heroism and manly virtue."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	In many areas of Calabria, the verb 'ndranghitiari, from the Greek verb andragathízesthai, means "to engage in a defiant and valiant attitude".
"Lymphatic system controls tissues and blood through lymph nodes."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	Lymphatic system is considered a network of blood vessels.
Yes / no, is the following a verifiable fact?\n"Blue jay live in the lower part of Mexico in a warmer climate."	no	Blue jay live in the Northern area of North America, likely found in Canada.
Does the following sentence make sense?\n"Homeland employs Broadway legend Mandy Patinkin."\nOptions:\n- yes\n- no	yes	Mandy Patinkin plays Saul Berenson in Homeland (TV Series), he has also stared in many Broadway shows.
Is the following a factual statement?\n"Tourists travel from all over the world to visit the Sea of Galilee."\nOptions:\n- yes\n- no	yes	The Sea of Galilee is a popular tourist attraction.
Claim: "General surgery requires the patient remain semi-awake."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	You can be asleep during some general surgery.
Is the following statement true?\n"Holiday Inn doesn't provide maid service."	no	Most hotels offer maid service and have all rooms cleaned between reservations.
Is the following sentence factually correct?\n"The three Cs of connoisseurship as contrast, cells, and carat weight, grade the Emerald like all colored gemstones."\nOptions:\n- yes\n- no	no	The four Cs of connoisseurship as color, clarity, cut and carat weight are used to grade the Emerald and other colored gemstones.
Is the following a factual statement?\n"Elon Musk has a Twitter account he posts to."\nOptions:\n- yes\n- no	yes	Elon Musk regularly makes headlines for things he posts on Twitter and he has millions of followers.
Yes / no, is the following a verifiable fact?\n"Tahiti attracts naturalists who want to visit penguins in their natural habitat."	no	Tahiti is tropical, not a place where you'll see penguins.
Claim: "İzmir borders the Aegean Sea on the west."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	It is on the west coast of Turkey.
Is the following statement true?\n"Albert Pujols played for the Chicago Bears."	no	He never played for football nor for that team.
Is the following a factual statement?\n"Mark Zuckerberg sold facebook to a billionaire."\nOptions:\n- yes\n- no	no	There is no evidence that he has sold facebook.
Yes / no, is the following a verifiable fact?\n"Autopilot The Autopilot helps fly the airplane while the pilots run the appropriate ..."	no	Autopilot The police said in a statement that Mr. Patel, who had owned the car for about five months before the stunt, admitted that what he had done ..
Claim: "HTC makes powerful Laptop computers for its customers."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	HTC Corporation is a Taiwanese consumer electronics company headquartered in Xindian District, New Taipei City, Taiwan. Founded in 1997, HTC began as an original design manufacturer and original equipment manufacturer, designing and manufacturing laptop computers.
"The practice of Monogamy is uncommon is most places."\nIs the above claim true?\nOptions:\n- yes\n- no	no	Monogamy is the most common practice generally, while there are a few places this isn't the case the majority of regions practice Monogamy over Polygamy.
Is the following statement true?\n"Sports medicine helps ensure that athletes can compete effectively for a longer period of time."	yes	Sports medicine is very popular in sports as a way to keep athletes healthy and competing.
Is the following sentence factually correct?\n"The Gastrointestinal tract fulfills a very important function in the human body."\nOptions:\n- yes\n- no	yes	Since the gastrointestinal tract aids in the digestive process, it has an important role.
Claim: "In Who Framed Roger Rabbit Detective Valient proves that Roger killed Marvin Acme."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	Judge Doom was the proven killer in the movie.
Is the following sentence factually correct?\n"Lamborghini has made multiple video games that have been nominated for game of the year."\nOptions:\n- yes\n- no	no	This company makes cars and not video games.
Is the following a factual statement?\n"University of California Riverside shortened the California orange season from nine months to four by creating growth regulator technology."\nOptions:\n- yes\n- no	no	They acually extended the orange season in California by five months.
Yes / no, is the following a verifiable fact?\n"Homer wrote many different great works of his time."	yes	Homer is known for being both a poet and a writer.
Is the following sentence factually correct?\n"The Ohio Wesleyan University lit the first fire in the world."\nOptions:\n- yes\n- no	no	There have been plenty of schools that have lit fires before Ohio Wesleyan.
Is the following a factual statement?\n"Sonic the Hedgehog runs extremely fast and that is one his most iconic abilities."\nOptions:\n- yes\n- no	yes	It's a fact that Sonic runs extremely fast in his games.
Yes / no, is the following a verifiable fact?\n"Finding Nemo won Best Animated Feature Academy Award and was directed by Andrew Stanton."	yes	Finding Nemo is an American 3D film set in Sydney.
Does the following sentence make sense?\n"Fox hunting requires the use of a boat."\nOptions:\n- yes\n- no	no	Foxes are land animals and do not go in the water.
Claim: "Little Red Riding Hood claims to be the daughter of Robin Hood."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	Little Red Riding Hood is separate fairy tale from Robin Hood, and it never claims to be connected to the Robin Hood legend.
"Meteorology focuses on the formation and forecast of weather."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	Meteorology is the study of the atmosphere and creation of tides, and weather.
Is the following statement true?\n"Ammonia in glass cleaning solutions prevents streaks from forming."	yes	Ammonia is a common ingredient in household glass cleaners for this very reason.
Is the following sentence factually correct?\n"Japan Airlines has never filed for bankruptcy."\nOptions:\n- yes\n- no	no	Wikipedia page says they have filed for bankruptcy.
Is the following a factual statement?\n"Many people use Rail transport in China to travel to Australia."\nOptions:\n- yes\n- no	no	Australia is a separate continent from Asia, which is not reachable by rail transportation.
Yes / no, is the following a verifiable fact?\n"Many yoga instructors consider the Paramahansa Yogananda to be among the most challenging yoga poses for novices."	no	Paramahansa Yogananda is a person, not a yoga pose.
Does the following sentence make sense?\n"E.T. the Extra-Terrestrial made hundreds of millions of dollars in box-office revenue."\nOptions:\n- yes\n- no	yes	E.T the Extra-Terrestrial qualifies as one of the highest-grossing films of all time.
"Elle featured a famous model on this month's issue."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	It is a fashion magazine that always features a model on the cover.
Is the following statement true?\n"Menstruation controls the production and release of eggs and the cyclic release of estrogen and progesterone."	yes	The sentence is true because scientists and professionals who study the reproductive health have confirmed its true through research and experiments.
Is the following a factual statement?\n"Sustainability includes every household growing potatoes year-round."\nOptions:\n- yes\n- no	no	Potatoes don't grow year round and are not the most nutritional choice.
Yes / no, is the following a verifiable fact?\n"Actress Lauren Bacall married legendary Hollywood star Humphrey Bogart in the mid-1940s."	yes	Bacall married Bogart in 1945 and the couple was together until 1957.
Does the following sentence make sense?\n"The Home Secretary position is a high honor and big responsibility."\nOptions:\n- yes\n- no	yes	The Home Secretary or Secretary of State holds a lot of power in the government and becomes the next President should something happen to the few people in line before them.
Is the following statement true?\n"The music for The Legend of Zelda: Ocarina of Time was written by a Japanese composer."	yes	The name of the composer is Japanese, and the game itself was developed in Japan.
Is the following sentence factually correct?\n"Military Snipers are some of the most trained military personnel."\nOptions:\n- yes\n- no	yes	Snipers require the most practice to excel in the military.
Is the following a factual statement?\n"Robin Williams performed as a successful comedian and actor."\nOptions:\n- yes\n- no	yes	Robin Williams starred in the popular sitcom "Mork and Mindy," he had many stand-up comedy TV specials.
Does the following sentence make sense?\n"The people of Puducherry live by the coast."\nOptions:\n- yes\n- no	yes	Puducherry City is located on the coast of the Bay of Bengal.
Claim: "The 1912 United States presidential election took place in China."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	no	U.S. presidential elections take place in the U.S. not China.
Is the following statement true?\n"One may find that the Small intestine is located in the abdomen area."	yes	Medical textbooks reveal this information to be accurate.
Is the following sentence factually correct?\n"The Homeland took much time to shoot in New York City."\nOptions:\n- yes\n- no	yes	The plot of the television series is set in New York City.
Yes / no, is the following a verifiable fact?\n"Cyndi Lauper sounded like a man when she sang."	no	Cyndi Lauper was a successful woman singer and American voice actress.
Does the following sentence make sense?\n"I began creating some Video art to be used in a youtube video."\nOptions:\n- yes\n- no	yes	Video art can be done when creating youtube videos.
"The animal the Duck floats in water."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	Ducks do in fact float based on common observation.
Is the following sentence factually correct?\n"The main characters in Rick and Morty are two villains."\nOptions:\n- yes\n- no	no	Rick and Morty are not villains in their show.
Yes / no, is the following a verifiable fact?\n"The storage limitation in computing is called Compact disc."	no	The Compact Disc is used to store music audio files.
Does the following sentence make sense?\n"She bit the run team trial The North Sea has been I me you it is one of the largest seas in Northern Europe Bit the baby tursty and one of the largest in Northwestern Europe. Jumping."\nOptions:\n- yes\n- no	yes	The North Sea is one of the most prominent seas in Europe while still smaller than the Norwegian .
Claim: "Ben Affleck played in the movie Argo."\nIs the claim above correct, and can it be verified by human common sense and without a web search?\nOptions:\n- yes\n- no	yes	Ben Affleck was cast in the 2012 movie.
"People can watch Rhythmic gymnastics on television at least once every four years."\nIs the above claim true?\nOptions:\n- yes\n- no	yes	It's a sport in the olympics which happens every four years and is televised.
Is the following statement true?\n"Friday the 13th gives you bad luck only if it occurs in August."	no	Friday the 13th is regarded as a bad luck no matter which month it occurs.
Is the following sentence factually correct?\n"Marcel Duchamp worked with sculptures and painting."\nOptions:\n- yes\n- no	yes	Marcel Duchamp made several different types of art.
