There are many sayings and metaphors about flirting, which one could be found in a machine shop?\nOptions:\n- feelings\n- sexual excitement\n- sparks fly\n- problems\n- unwanted pregnancy	sparks fly	Sparks fly in flirting means having a spark between two people. A machine shop has various machines that can have spark fly.
Where would you usually find a hole made by an animal?\nOptions:\n- trap\n- golf course\n- wall\n- ground\n- swiss cheese	ground	Few species of animals make hole in ground. Some animals live under the ground. They make hole unto the ground to live in it.
Brenda spent a lot of effort on washing herself. She hated what?\nOptions:\n- get messy\n- cleaning\n- get dirty\n- getting dirty\n- being dirty	being dirty	As Brenda hated being dirty so she spent a lot of effort on washing herself.
You can put what next to a side chair to make a nice place to read and drink coffee?\nOptions:\n- office\n- library\n- table\n- building\n- coffee shop	table	Table if put next to a chair leads to perfect setup. Table can be used to keep a book and read and place a cup of coffee.
Turkey is a nation in what part of the world?\nOptions:\n- middle east\n- asia minor\n- asia\n- provide meat\n- balkan peninsula	middle east	Turkey is a nation in the middle east of the world.
Where in a town would you see trees near houses?\nOptions:\n- orchard\n- conservation land\n- countryside\n- yard\n- surface of earth	yard	In a town, you would see trees in the yard near houses. Yard can be seen in the town.
He explained the differences between a town and township, the latter of which were common in which of the fifty?\nOptions:\n- valley\n- michigan\n- train station\n- executive suites.\n- state	michigan	Michigan has various townships. Michigan is one of the fifty states of US whhc has townships.
How do you figure out who wins when you play games?\nOptions:\n- learn\n- keep score\n- try to win\n- fun\n- require time to be kept	keep score	When people play games, they maintain a scorecard and keep score on it. Keeping score is thing done in playing games. The one who has maximum score after keeping score is the winner.
What is good way to break boredom for kids?\nOptions:\n- play chess\n- play games\n- play basket\n- play cards\n- watch film	play games	Kids like fun activities. Playing games is a fun activity. Playing games breaks boredom.
Where would you put your foot if it is already covered in cloth?\nOptions:\n- desk\n- shoe\n- ground\n- sock\n- table	shoe	Foot can be put in shoe and shoe requires wearing of socks and socks are made of cloth. Shoes are made for foot only.
The plant suffered in the shade, where did it need to be planted instead?\nOptions:\n- brightness\n- sunny delight\n- direct sunlight\n- bright light\n- tanning	direct sunlight	Plant needs direct sunlight to grow well. Plant will suffer if there is less or no sunlight.
Where can personal mushrooms be kept fresh?\nOptions:\n- ocean\n- grocery store\n- supermarket\n- refrigerator\n- pizza	refrigerator	Refrigerator can have things like mushrooms. Refrigerator keep sthings fresh. Refrigerator is place where mushrooms can be kept.
What do we feel after travelling a long distance?\nOptions:\n- energetic\n- motion sickness\n- relocation\n- diarrhea\n- fatigue	fatigue	After travelling a long distance, we may feel fatigue.
The billionaire donated a large sum to his former college, this allowed them to construct a new science what?\nOptions:\n- fraternity house\n- bank\n- big town\n- big city\n- building	building	College is run from a buildings. Buildings are required to be constructed. Construction of new building needs large sum of money.
What kind of radio does someone use to reach base?\nOptions:\n- vessel\n- box\n- transistor\n- submarine\n- lamp	transistor	A transistor is a semiconductor device used to amplify or switch electronic signals and electrical power. Radio is a communication device in which electric signals are amplified.
If you were sitting on a curb in Cincinnati where would you be?\nOptions:\n- ohio\n- city\n- bus stop\n- street corner\n- grade	ohio	Ohio is a state in the East North Central region of the Midwestern United States. Of the fifty states, it is the 34th largest by area, the seventh most populous, and the tenth most densely populated. If you were sitting on a curb in Cincinnati you would be in Ohio.
What does going jogging help prevent?\nOptions:\n- language barrier\n- heart attacks\n- heart rate increases\n- feel pride\n- sweating	heart attacks	Jogging is an exercise where one runs at a steady gentle pace. Exercise keeps one fit and free from some diseases. Heart attacks are prevented with regular exercise. Heart attach is a disease.
James and Judy are preparing to copulate. In order to ensure that things go smoothly, they engage in foreplay. What might they start by doing?\nOptions:\n- kiss\n- lubricate\n- sleep\n- procreation\n- sexual release	kiss	Kissing is the act of caressing with one's lips. Foreplay is a sexual activity that precedes intercourse. Caressing with lips is sexual.
Sarah went to school to be a nurse. She loved giving assistance to people in need. To better help people, she had to constantly do something. What might she do to better help people?\nOptions:\n- people helped\n- learning new skills\n- better circumstances\n- practice\n- happiness	learning new skills	Nursing is the profession or practice of providing care for the sick and infirm. People generally need to learn nursing to be a nurse. Nursing is a new skill.
What would a parent do after baking some cookies?\nOptions:\n- experience fear\n- homeschool\n- consume the cookies\n- box gift for child\n- close box	close box	A parent when bakes cookie, close it in a box so that it does not ruin and their child can have it.
Where would you expect to find white mice?\nOptions:\n- bell cat\n- bush\n- attic\n- countryside\n- laboratory	laboratory	White mice is unique and can be found in lab where people test it.
Why would a person require a large amount of thinking?\nOptions:\n- fatigue\n- best way\n- new perspectives\n- depression\n- figure out	figure out	Thinking is to be done in order to figure out. To figure out something, a person would require a large amount of thinking.
Billy wasn't a stranger, but they hadn't spoken to him often, either. How would you describe him?\nOptions:\n- family\n- known person\n- friend\n- relative\n- crowd	known person	Billy wasn't a stranger, but a known person. Billy can be described as a known person for them but they hadn't spoken to him often, either.
He actually felt refreshed after switching to getting up early, sleeping in had been leaving him what all day?\nOptions:\n- bloodshot eyes\n- alertness\n- feeling tired\n- starting early\n- happy	feeling tired	Waking up late in the mornings may cause laziness and tiredness. Sleeping in means waking up late.
Where would you find a computer near very young people learning?\nOptions:\n- apartment\n- house\n- classroom\n- hallway\n- demonstration	classroom	A classroom is where you find a computer near very young people learning because young students in schools use computers for their education.
Why is waiting for the doctor difficult for people who need to do work?\nOptions:\n- having appointements\n- being late\n- have time to think\n- time consuming\n- impatience	time consuming	To wait for someone is a time consuming task for the one who waits. Waiting for the doctor is difficult and very much time consuming for the people who need to do work.
What mineral is dug up to smelt in to iron?\nOptions:\n- earth\n- ore\n- saline\n- multivitamin\n- michigan	ore	An ore can be dug up. Ores have iron.
Where does a group of beaver build a dam?\nOptions:\n- canada\n- river or stream\n- kentucky\n- desert\n- montana	river or stream	Dams are structures built to stop water flow. Water flows in a river or stream.
What is the consequence of a long day of doing housework?\nOptions:\n- low pay\n- become tired\n- nice home\n- boredom\n- dizziness	become tired	Become tired is normal after a long run as you have expended a lot of energy and put physical demands on your body. Become tired is the consequence of a long day of doing housework.
A card slot for casino member points adorns each of what one-appendage devices?\nOptions:\n- machine\n- automated teller\n- atm machine\n- telephone\n- slot machine	slot machine	Slot machine is a appendage devices. Card slot is in a slot machine.
The teach was very enthusiastic, she got all the children involved and they would all what?\nOptions:\n- ride horses\n- learn together\n- play games\n- watch tv\n- sing a song	learn together	Children can learn together. Learning together helps in sharing knowledge. Learning together can happen in groups.
If you like learning about science, you are all?\nOptions:\n- frustration\n- experiment\n- invent\n- smiles\n- gain information	smiles	Smile means a pleased, kind, or amused expression, typically with the corners of the mouth turned up and the front teeth exposed. If you like learning about science, you are all smiles.
Competing viewpoints can lead to a what between two people?\nOptions:\n- enemies\n- argument\n- tension\n- battle\n- stress	argument	Competing viewpoints can lead to an argument as there is an exchange of diverging or opposing viewpoints.
Where is the best place to keep personal lettuce?\nOptions:\n- supermarket\n- farmer's market\n- pantry\n- refrigerator\n- salad	refrigerator	Refrigerator is an appliance or compartment which is artificially kept cool and used to store food and drink. Refrigerator is the best place to keep personal lettuce.
John went to a party that lasted all night. Because of this, he didn't have time for what?\nOptions:\n- meeting\n- blowing off steam\n- stay home\n- partying hard\n- studying	studying	Many people study at night. Studying is a task that requires completion before attending a party. Parties often seem to be an attractive choice over studies. Partying for extended time often leads to lack of time for studying.
What could happen to you if you are cleaning house for only a short time?\nOptions:\n- exhaustion\n- tiredness\n- sneezing\n- order\n- make money	sneezing	Sneezing is a physical reaction. Cleaning house can result in sneezing. Sneezing happens due to irritation of nostrils.
She always made sure her infant was sleeping the right way, the articles she read had made her paranoid about what happening?\nOptions:\n- nightmares\n- death\n- dreams\n- erections\n- vaccines	death	She always made sure her infant was sleeping the right way because the articles she read had made her paranoid about the happenings of death. a death might make a person paranoid.
What is a place that has a bench nestled in trees?\nOptions:\n- state park\n- bus stop\n- bus depot\n- statue\n- train station	state park	State park is a protected public garden. Public gardens generally have benches for people to sit and relax. Gardens are places with lots of trees and plants.
What is required to be good at driving cars?\nOptions:\n- have fun\n- concentrate\n- park\n- listen to radio\n- speeding	concentrate	Concerntration is required to be good at driving. Concerntration makes your eyes on road only.
The student realized that he left his writing instrument at his last place of study, where is it?\nOptions:\n- classroom\n- desk drawer\n- bathroom\n- pocket\n- stationery store	classroom	Classroom is the place of study for students. The student realized that he left his writing instrument at his last place of study in classroom.
Sarah was sensitive to sunlight, so she wore thick sunscreen to make herself waht?\nOptions:\n- uncaring\n- resistant\n- non sensitive\n- sun-resistant\n- stoic	resistant	Sunscreen makes people resistant to sunlight. Sunscreen is a good resistant for the one who is sensitive to sunlight.
What is the opposite of hands?\nOptions:\n- toes\n- body part\n- legs\n- feet\n- foot	feet	Hands are the ends of 2 of the 4 limbs that primates have. Feet are the ends of 2 limbs other than the 2 arms.
He followed the train tracks hoping to get home, he had gotten lost in the Yooperland where?\nOptions:\n- ghetto\n- michigan\n- new york\n- canada\n- train station	michigan	Yooperland is in michigan. He followed train tracks to get to his home because he had got lost in the Yooperland of michigan.
The rich kid thought he could offer the professor money, and in turn the professor would let him what?\nOptions:\n- spend\n- pass course\n- keep\n- create art\n- pocket	pass course	Profeesors give marks that can be used to pass a course.
The previous hotel was bad, so what did the pleased visitor think of the hotel?\nOptions:\n- badarse\n- adequate\n- propitious\n- first rate\n- manual	adequate	Adequate means sufficient and okay. People generally feel pleased when they get something that is sufficient.
Why does a person move to the suburbs?\nOptions:\n- make others happy\n- good lover\n- acknowledgment\n- for fun\n- low crime	low crime	A suburb is an outlying district of a city, especially a residential one. There are lower crime rates in the suburbs. People generally prefer to move to the suburbs due to lower crime rates.
I'm naked in the snow. I need some method of getting warm. What mightI try?\nOptions:\n- jump in a swimming pool\n- starting fire\n- pleasure\n- increase of temperature\n- feeling comfortable	starting fire	Fire is the rapid oxidation of a material in the exothermic chemical process of combustion. An exothermic chemical process produces heat. Heat makes us get warm.
Where can you purchase food and eat it at tables?\nOptions:\n- house\n- fast food restaurant\n- library\n- conference\n- paper	fast food restaurant	Food can be purchased and eaten at restaurant. In fast food restaurant, you can purchase food and eat it at tables.
The big rolling machines made tons of newspapers everyday simply by getting the stories what?\nOptions:\n- tree\n- recycled\n- written on paper\n- printed on paper\n- local	printed on paper	Rolling machines print stories on paper. Newspaper has stories that are printed on the paper.
When you wipe you feet on the door mat and walk through the door where do you enter?\nOptions:\n- a chair\n- school\n- living room\n- doorway\n- bathroom	living room	Door mats are kept on doors through which one enters the main room. Living rooms have door mats on their man doors. Living rooms are main rooms.
Her dog was getting too close to the street, she yelled for it to get away and do what to where she pointed down?\nOptions:\n- come here\n- being here\n- home team\n- come back\n- available	come here	Come here is an instruction. Come here is said to someone who is away.
People keep their teddy bear in their beds in their room, which is found in a?\nOptions:\n- shelf\n- gas station\n- bed\n- home\n- toy store	home	Room is there at home. Teddy bear, bed, room all are available in a house.
Where do you find wild cats?\nOptions:\n- trouble\n- dog's mouth\n- nature\n- floor\n- warm place	nature	Wild animals can be found in nature. Cats can be wild animals. Nature is not made by humans.
The president had to make a decision regarding the hate attack on his country, what did he do?\nOptions:\n- wage war\n- fight enemy\n- kill\n- destroy enemy\n- attacked his country	wage war	Waging war is initiating war against another country to advance the goals of one's country. To fight against hate attack is a goal of one's country.
What do all people have except sociopaths?\nOptions:\n- cheeks\n- parents\n- common sense\n- muscles\n- feelings	feelings	Sociopaths are people with personality disorder which causes them to have anti-social behaviour. Normal people cannot see the feelings of sociopaths.
What is the fastest way to combat being cold?\nOptions:\n- light fire\n- drinks up\n- chop firewood\n- make patchwork quilt\n- get warm	light fire	Fire is a chemical reaction that releases heat. Heat can combat cold. Light fire is the process of making a fire.
Where are all participants likely to need sports equipment?\nOptions:\n- dicks sporting goods\n- sporting event\n- mall\n- sears\n- sporting goods store	sporting event	At sporting event, all participants are likely to need sports equipment.
What place protects animals such as the bald eagle?\nOptions:\n- farm\n- nature preserve\n- soup\n- canada\n- mountainous area	nature preserve	Nature preserve is a place that protects the natural flora and the fauna. Bald eagle comes under fauna.
What would you experience after awaking from a nightmare?\nOptions:\n- headache\n- get up\n- happiness\n- discomfort\n- shock	shock	Nightmare is a frightening or unpleasant dream. People generally experience shock after having a frightening or unpleasant dream.
What kind of furniture would you put stamps in if you want to access them often?\nOptions:\n- cabinet\n- desk\n- drawer\n- bedbox\n- suitcase	desk	Desk furniture is easy to access. You would put stamps in desk furniture.
Talking to the same person about the same thing over and over again is something someone can what?\nOptions:\n- social life\n- friendship\n- eye contact\n- get tired of\n- learn lessons from	get tired of	Talking about same thing again and again cause tiredness. Someone can get tired of a thing when it is discussed over and over.
Where could you find more than one ticket office, of different types?\nOptions:\n- humans\n- movie theaters\n- city\n- opera house\n- train station	city	In city, you could find more than one ticket office of different types.
What do fans do to players competing against each other?\nOptions:\n- frustration\n- ignore\n- injury\n- emotions\n- encouraging	encouraging	As a fan is an enthusiastic devotee, they are encouraging their favourite players when they are competing.
The runner lost the race because he had bad shoelaces. What might his shoelaces have caused him to do?\nOptions:\n- gain ground\n- near finish line\n- win the race\n- get tired\n- trip over	trip over	Shoelace may cause someone to trip over. Runners might trip if they have bad shoelaces.
James was cooling off two quickly. He would die if he didn't find some way to stop what?\nOptions:\n- loss of heat\n- revenge\n- expansion\n- relaxation\n- calm down	loss of heat	Loss of heat is the process of the body releasing sweat due to hotness. Sweating is the process of the body releasing sweat. Extreme and continuous sweating may lead to death.
What estuary in Maryland and Virginia is known for its crab?\nOptions:\n- fish market\n- clam chowder\n- cooking pot\n- tidepools\n- chesapeake bay	chesapeake bay	The Chesapeake Bay is an estuary in the U.S. states of Maryland and Virginia. Chesapeake bay is famous for its crab.
how can i store cooked steak?\nOptions:\n- oven\n- freezer\n- plate\n- tupperware\n- grill	freezer	In a freezer, I can store cooked steak.
What is the opposite of deep?\nOptions:\n- frivolous\n- shallow\n- high\n- light\n- funny	high	High is of great vertical extent. High is the opposite of deep.
What does a person feel when they are close to their birthday?\nOptions:\n- presents\n- eat every day\n- excited\n- expressive\n- compliments	excited	Most people like celebrating their birthday. When something they people is approaching, they tend to be excited about it.
Where is a snake likely to startle a farmer?\nOptions:\n- tropical forest\n- tree\n- pet shops\n- book store\n- feild	feild	Field is a place where a farmer is available. A snake is likely to startle a farmer at the field.
Climbing is quite a talent, it requires the use of very particular whats?\nOptions:\n- strength\n- skill\n- experience\n- dexterity\n- muscles	muscles	Muscles are a part of the body. Climbing needs use of muscles.
If a person wants to hear music in their car, what can they do?\nOptions:\n- open letter\n- cross street\n- listen to radio\n- promise to do\n- say goodbye	listen to radio	Cars have inbuilt music systems which can also play radio. People prefer to listen to radio when they want to hear music in the car.
The robber wanted to conceal his pistol, where did he put it?\nOptions:\n- police station\n- war\n- police officer's belt\n- river\n- pants	pants	A pistol is a weapon. People tend to hide their weapons in their pants.
Where would you find a railing you hold on to while moving up?\nOptions:\n- the moon\n- park\n- porch\n- flight of stairs\n- railway station	flight of stairs	Railing is found near the flight of stairs. You hold a railing while moving up through flight of stairs.
Crabs live in what sort of environment?\nOptions:\n- maritime\n- bodies of water\n- saltwater\n- galapagos\n- fish market	saltwater	Saltwater refers to the environment of the sea. Sea have salty water so sea creature get used to live in saltwater environment. crab is sea creature.
Where do you use a ball to knock things down?\nOptions:\n- bowling alley\n- pool table\n- gymnasium\n- playground\n- golf	bowling alley	Bowling alley is a place where bowling game is played. Bowling is a game where a large ball is thrown at pins to knock them down.
How can jumping rope effect above your shoulders?\nOptions:\n- aerobic\n- exercising\n- smiling\n- pleasure\n- sweating	smiling	Smiling is a facial expression in which the eyes brighten and the corners of the mouth curve slightly upward and which expresses especially amusement, pleasure, approval or sometimes scorn. Jumping rope is the activity, game or exercise in which a person must jump, bounce or skip repeatedly while a length of rope is swung over and under, both ends held in the hands of the jumper. Jumping rope gives smiling effect above your shoulders.
which half of the earth do marmots live in?\nOptions:\n- south\n- northern hemisphere\n- north america\n- vancouver island\n- jungle	northern hemisphere	North hemisphere is a half part of earth. Marmots live in northern climates of northern hemispehre.
What do kids have to do before they can go outside a house?\nOptions:\n- distracting\n- open door\n- wonder about\n- take shoes off\n- become adults	open door	Open doors mean an unrestricted means of admission or access. Kids have to open door before they can go outside a house.
When you're getting drunk and stumbling what might you be feeling?\nOptions:\n- stumbling\n- nausea\n- fights\n- death\n- your head hit the ground	nausea	Nausea is a queasy sensation including an urge to vomit. Nausea is a result of drinking alcohol. Getting drunk means drinking alcohol.
The scientist began to analyse the results of all the tests, he was hoping to do what ideas about the theory?\nOptions:\n- learn new\n- think about\n- ball stopped\n- come to conclusion\n- look at	learn new	Scientist is a person who does scientific experiments to observe and learn new things.
The woman could not see her small dog but she could hear it where is it likely to be?\nOptions:\n- neighbor's yard\n- tree\n- basket\n- manhattan apartment\n- fridge	neighbor's yard	Neighbor's yard is a place where a dog can go. As the woman could not see her small dog but she could hear it so it is likely to be at neighbor's yard.
Where is a bicycle likely to be safe?\nOptions:\n- garage\n- sidewalk\n- schoolyard\n- toy store\n- street	garage	Garage is where vehicles are stored safely. Bicycle is a vehicle.
John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was. It wasn't until he bought a new one, went home, took a shower that he found it. Where was it?\nOptions:\n- office supply store\n- wallet\n- doctor's office\n- handbag\n- pocket	pocket	Pocket is a small bag stitched on clothes. People wear clothes when they go somewhere. Going to a check up means going somewhere.
What does a child learn to do in a lake?\nOptions:\n- become adult\n- row boat\n- drive\n- go out to play\n- begin school	row boat	One needs to learn to row boat. One rows boat in a lake. Rowing boat is an activity.
Where do you get your teeth drill?\nOptions:\n- garage\n- army\n- basement\n- dentist office\n- repair shop	dentist office	Teeth grill are done by dentists. We can get teeth drill at dentists office.
The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?\nOptions:\n- motion\n- ocean\n- flintlock\n- arcade\n- tennis court	motion	If a ball is in a motion then it can hit anything. A projectile ball can hit target if it is in motion.
He had been away from his hometown for years, upon returning he said he would love to what?\nOptions:\n- meet friend\n- forgive\n- make friends\n- buy presents for others\n- love	meet friend	One has friends in their own city. People like to meet old friends when they return to their town.
The hit a toll road or two on their way to the big apple, it was their first time where?\nOptions:\n- france\n- connecticut\n- eastern united states\n- new york\n- massachusetts	new york	It was their first time in new york. They hit a toll road or two on their way to the big apple at new york.
He had no issue committing perjury, he had a what that he would get away with it?\nOptions:\n- confidence\n- go to jail\n- telling lies\n- lying\n- manual	confidence	He had no issue telling lies under oath because he had confidence and faith that he would get away with committing perjury.
Where is a caught monkey likely to live at least to begin with?\nOptions:\n- story book\n- house\n- rain forest\n- tropical areas\n- pet store	pet store	Pet store has animals like monkeys. Caught animals and monkeys are found in pet shop.
How can you stop a dog from biting nearby people?\nOptions:\n- rope\n- porch\n- leash\n- front door\n- backyard	leash	Leash is a dog’s lead; to fasten or to tie up. You can leash a dog to stop him from biting nearby people.
People often have to take medicine, they tend to keep it where?\nOptions:\n- kitchen\n- doctor's office\n- hospital\n- bathroom\n- jar	bathroom	Bathroom is a personal space for people wher ethey can keep medicines. Bathroom have acess to water which is used when taking medicines. Bathrooms have cabinets where one can keep their medicines.
Where would you put a sealed drink if you want to bring it with you?\nOptions:\n- cup\n- cabinet\n- cardboard box\n- stumble\n- backpack	backpack	Backpack is used to put things. You can carry bagpack where ever you go. if you want to bring sealed drink with you, you should put it in bagpack.
The tourists swam in a swimming pool, isolated from the rest of the country, where were they?\nOptions:\n- in a jungle.\n- ymca\n- resort hotel\n- california\n- motel	resort hotel	In resort hotel, swimming pool is there. Tourist visit at resort hotel.
Which lawn do people not care about as much since people don't see it?\nOptions:\n- golf course\n- front yard\n- back yard\n- garden\n- suburbia	back yard	Backyard is a yard to the rear of a house or similar residence. People don’t not care about backyard lawn as much since people don't see it.
What are built up areas near the highway called?\nOptions:\n- subways\n- desert\n- mexico\n- atlas\n- developed land	developed land	Built up areas are build up on a land near highway which can also be called as a developed land. Developed land is directly related to built up area.
What is the definition of cogitating?\nOptions:\n- sit comfortably\n- think about things\n- might understand\n- enjoy\n- brain work	think about things	The person who can cogitate are considered to be thoughtful persons. Thoughful persons thinks deeply about the things before putting into action.
What would attending school help with?\nOptions:\n- dropping out\n- getting paid\n- catch cold\n- graduate\n- employability	employability	Employability is the quality of being suitable for paid work. Attending school helps one qualify for paid work.
The senator had been going public with news about what was really going on in the govenor's office. What sort of situation did the bring around the governor?\nOptions:\n- shock\n- sorrow\n- controversy\n- fear\n- pain	controversy	What's going on in the governor's office is confidential information. Going public by revealing confidential information may be controversial. Controversy is a prolonged public dispute.
Where do adults use glue sticks?\nOptions:\n- classroom\n- desk drawer\n- at school\n- office\n- kitchen drawer	office	Glue stick is a solid glue used to stick thin paper materials. Office is where adults work with thin paper materials.
Where does confetti float?\nOptions:\n- streets\n- big cities\n- air\n- water\n- shredder	air	Confetti floats in air as it is small bits of brightly colored paper that is thrown in the air as a mark of celebration.
The hard working man was stuck at home after his injury, he tried to keep bust doing housework but it caused what?\nOptions:\n- get tired\n- pain and suffering\n- fatigue\n- coughing\n- tiredness	pain and suffering	Pain and suffering is the legal term for the physical and emotional stress caused from an injury. The hardworking man was stuck at home after his injury, he tried to keep bust doing housework, but it caused pain and suffering.
Having your marijuana in bags help keep it what?\nOptions:\n- entertainment\n- neat\n- happy\n- intoxicating\n- illegal	neat	Bags keep things neat. Mariuana can be kept in bag.
What sport do fans often watch people loose teeth?\nOptions:\n- football\n- soccer game\n- race track\n- hockey game\n- sporting event	hockey game	Hockey game have small ball so person can loose teeth if ball hits his mouth. Hockey game is type of sport.
The whole family was playing cards, they were full of joy and what?\nOptions:\n- sadness\n- happiness\n- amusement\n- losing money\n- anger	happiness	Joy is positive emotion and happiness is also positive emotion. When one feels joy, they often feel happy when with family.
What can be the end result of waging war?\nOptions:\n- people dying\n- heartache\n- killing people\n- evil\n- suffering	people dying	War leads to the death. The end result of waging war can be people dying.
What may I place the telephone on?\nOptions:\n- bar\n- friend's house\n- desktop\n- party\n- office	desktop	Telephone is usually placed on a desktop. Telephone near desktop is easy to access by the user.
What do young boys do on the ice in the winter?\nOptions:\n- ski\n- play hockey\n- summer\n- knit\n- warm	play hockey	Hockey is played on ice. The young boys play hockey on the ice in the winter.
If you were looking for a lemur where would you find it?\nOptions:\n- russia\n- at home\n- hole\n- field\n- heaven	field	Field is an area of open land, especially one planted with crops or pasture, typically bounded by hedges or fences. If you were looking for a lemur you would find it in a field.
Where do cows graze?\nOptions:\n- green field\n- dry fields\n- meat grinder\n- red barn\n- countryside	green field	Green field is denoting or relating to previously undeveloped sites for commercial development or exploitation. The cows graze in green field.
Sarah opened her newspaper to the second page and sat where?\nOptions:\n- rug\n- front door\n- jail\n- porch\n- chair	porch	One can sit in porch. People read newspaper in porch as it has light. Where indicates a place and porch is a place.
what does losing when competing against someone likely to cause?\nOptions:\n- frustration\n- encouraging\n- mexican stand-off\n- injury\n- emotions	frustration	Losing is likely to cause frustration which is the feeling of being upset as a result of being unable to change something.
Where do humans go to be entertained and eat popcorn?\nOptions:\n- mall\n- country\n- movie theatre\n- park\n- university	movie theatre	Humans go to movie theatre to be entertained and eat popcorns.
Where does she keep her notebook with her when not in use?\nOptions:\n- locker\n- desktop\n- classroom\n- office\n- backpack	backpack	A backpack can be used to store things like notebook. One can keep notebook in backpack when they do not need it.
Where would art books likely to be found on a shelf or two?\nOptions:\n- cabinet\n- school building\n- cupboard\n- bedroom\n- museum	school building	Art books are there in school. Art books are found in school building sheves.
Billy was smart but inexperienced. In many ways he was what?\nOptions:\n- garish\n- bright\n- ignorant\n- make invisible\n- backward	ignorant	As Billy was smart but in many ways he was ignorant as he was inexperienced.
When musicians give exceptional performances you've seen a great what?\nOptions:\n- band\n- opera\n- show\n- fine tune instruments\n- ball	show	A show means some performance like musicians. Great shows means exceptional performances.
Her voice lent her to the alto section, what group did she join?\nOptions:\n- symphony\n- concerto\n- choir\n- theater troupe\n- marching band	choir	Choir is an organized group of singers. Alto section is an organised group in a choir.
What could cause a drop of blood to fall?\nOptions:\n- human body\n- needle\n- a bite\n- vein\n- person	needle	Needle is used to take blood from body. Needle can cause a drop of blood to fall.
