A train 650 m long is running at a speed of 117 km/hr. In what time will it pass a bridge 325 m long?\nOptions:\n(A) 30\n(B) 35\n(C) 40\n(D) 45\n(E) 50	(A)	Speed = 117 * 5/18 = 65/2 m/sec\nTotal distance covered = 650 + 325 = 975 m\nRequired time = 975 * 2/65 = 30 sec
Pipes A and B can fill a cistern in 8 and 24 minutes respectively. They are opened an alternate minutes. Find how many minutes, the cistern shall be full?\nOptions:\n(A) 22\n(B) 12\n(C) 88\n(D) 99\n(E) 27	(B)	1/8 + 1/24 = 1/6\n6 * 2 = 12
Last year, Company M made q dollars in profit. Half of the profit went to the company’s founder. The rest was split evenly among his Three other partners. In terms of q, how much did each of the other partners receive?\nOptions:\n(A) q/4\n(B) q/5\n(C) q/6\n(D) q/7\n(E) q/8	(C)	Profit = q\nProfit to company founder = q/2\nProfit to other partners = q/2\nNumber of other partners = 3\nProfit to each partner = (q/2)/3 = q/6
There are 23 distinct numbers in set M, there are 28 distinct numbers in set N, and there are 12 distinct numbers that are in both sets M and N. Set H is the set containing the elements that are in at least one of sets M and N. How many elements are in set H?\nOptions:\n(A) 39\n(B) 40\n(C) 51\n(D) 58\n(E) 63	(A)	{Total} = {M} + {N} - {Both}\n{Total} = 23 + 28 - 12 = 39.
The average age of a class of 32 students is 16 yrs. if the teacher's age is also included, the average increases by one year. Find the age of the teacher\nOptions:\n(A) 45 Years\n(B) 46 Years\n(C) 49 Years\n(D) 52 Years\n(E) 54 Years	(C)	Total age of students is 32X16 = 512 Years\nTotal age inclusive of teacher = 33X (16+1) = 561\nSo, Teacher's age is 561-512 = 49 Yrs\nThere is a shortcut for these type of problems\nTeacher's age is 16+(33X1) = 49 Years
A football field is 9600 square yards. If 1200 pounds of fertilizer are spread evenly across the entire field, how many pounds of fertilizer were spread over an area of the field totaling 5600 square yards?\nOptions:\n(A) 450\n(B) 600\n(C) 700\n(D) 2400\n(E) 3200	(C)	Answer C) 9600 yards need 1200 lbs\n1 Yard will need 1200/9600 = 1/8 lbs\n3600 Yards will need 1/8* 5600 Yards = 700lbs
A train 250 m long running at 72 kmph crosses a platform in 50 sec. What is the length of the platform?\nOptions:\n(A) 150m\n(B) 200m\n(C) 250m\n(D) 750m\n(E) 300 m	(D)	D = 72 * 5/18 = 50 = 1000 â€“ 250 = 750m
Which of the following numbers is divisible by 8?\nOptions:\n(A) 10021\n(B) 17511\n(C) 26778\n(D) 18520\n(E) 26711	(D)	18520. This is the only option with last two digits divisible by 8
Find the largest 4 digit number which isexactly divisible by 88?\nOptions:\n(A) 7890\n(B) 8900\n(C) 9944\n(D) 9976\n(E) 10000	(C)	Largest 4 digit number is 9999\nAfter doing 9999 ÷ 88 we get remainder 55\nHence largest 4 digit number exactly divisible by 88 = 9999 - 55 = 9944
The average of 11 results is 49, if the average of first six results is 49 and that of the last six is 52. Find the sixth result?\nOptions:\n(A) 21\n(B) 67\n(C) 18\n(D) 25\n(E) 23	(B)	1 to 11 = 11 * 49 = 539\n1 to 6 = 6 * 49 = 294\n6 to 11 = 6 * 52 = 312\n6th = 294 + 312 â€“ 539 = 67
If a man can cover 12 metres in one second, how many kilometres can he cover in 3 hours 45 minutes?\nOptions:\n(A) 228\n(B) 162\n(C) 5528\n(D) 256\n(E) 191	(B)	12 m/s = 12 * 18/5 kmph\n3 hours 45 minutes = 3 3/4 hours = 15/4 hours\nDistance = speed * time = 12 * 18/5 * 15/4 km = 162 km.
If the length of an edge of cube P is twice the length of an edge of cube Q, what is the ratio of the volume of cube Q to the volume of cube P?\nOptions:\n(A) 1/8\n(B) 1/4\n(C) 1/3\n(D) 1/7\n(E) 1/9	(A)	The length of cube Q = 1;\nThe length of cube P = 2;\nThe ratio of the volume of cube Q to the volume of cube P = 1^3/2^3 = 1/8.
Three pipes A, B and C can fill a tank from empty to full in 30 minutes, 20 minutes and 10 minutes respectively. When the tank is empty, all the three pipes are opened. A, B and C discharge chemical solutions P, Q and R respectively. What is the proportion of solution R in the liquid in the tank after 3 minutes?\nOptions:\n(A) 6/19\n(B) 6/11\n(C) 6/12\n(D) 6/10\n(E) 6/38	(B)	Part filled by (A + B + C) in 3 minutes = 3(1/30 + 1/20 + 1/10) = 11/20\nPart filled by C in 3 minutes = 3/10\nRequired ratio = 3/10 * 20/11 = 6/11
Two trains are traveling on parallel tracks in the same direction. The faster train travels at 130 miles per hour, while the slower train travels at 80 miles per hour. At 2 o’clock the faster train is 20 miles behind the slower one. How far apart are the two trains at 5 o'clock?\nOptions:\n(A) 60 miles\n(B) 80 miles\n(C) 90 miles\n(D) 130 miles\n(E) 400 miles	(D)	Answer = D. 130 miles\nRelational speed = 130 - 80 = 50 miles per hour\nIn 3 hours, difference = 50 * 3 = 150 miles\nFast train trailing 20 miles, so effective difference = 150 - 20 = 130 miles
Anmol can eat 27 pastries in a hour.\nAakriti can eat 2 pastries in 10 minutes.\nDivya can eat 7 pastries in 20 minutes.\nHow long will it take them to eat a 180 pastries ?\nOptions:\n(A) 2 hours.\n(B) 1 hours.\n(C) 5 hours.\n(D) 4 hours.\n(E) 3 hours.	(E)	In one hour, Anmol eats 27 pastries, Aakriti eats 12, and Divya eats 21. A total of 60 pastries. Therefore 180 pastries would take 180 ÷ 60 = 3 hours.
There are 6561 balls out of them 1 is heavy.Find the min. no. of times the balls have to be weighed for finding out the haevy ball.\nOptions:\n(A) 7\n(B) 8\n(C) 9\n(D) 10\n(E) 11	(B)	The simple logic is to divide total balls into three sets. Weigh any two sets against each other(these two must contain equal number of balls). From this we can identify which set contains the heavy ball. Divide this set into three and repeat until you find the heavier ball. Under this logic, the minimum number of weighings required turns out to be the smallest integer greater than or equal to log(n), where n is the total number of balls and the base of logarithm is 3. Or simply [log(n)/log(3)] with any base. Here, n = 6561. log 6561 / log 3 = 8
What is the area of a square with perimeter 12P ?\nOptions:\n(A)  16p^2\n(B)  4P\n(C)  9P^2\n(D)  P/16\n(E)  P^2/16	(C)	Each side is 3p\nA = (3p)^2 = 9p^2
The average of five numbers is 9. The average of first two numbers is 7 and the average of last two numbers is 12. What is the middle number?\nOptions:\n(A) 7\n(B) 8\n(C) 5\n(D) 10\n(E) 6	(A)	The total of five numbers = 5x9 = 45\nThe total of first 2 and last 2 numbers is = 2 X 7+2 X 12 = 38\nSo, the middle number is (45 - 38 ) = 7
A can do a piece of work in 12 days. When he had worked for 2 days B joins him. If the complete work was finished in 8 days. In how many days B alone can finish the work?\nOptions:\n(A) 18 days\n(B) 11 days\n(C) 77 days\n(D) 188 days\n(E) 66 days	(A)	8/12 + 6/x = 1\nX = 18 days
Express 50 mps in kmph?\nOptions:\n(A) 172\n(B) 160\n(C) 150\n(D) 180\n(E) 120	(D)	25 * 18/5 = 180 kmph
A man rows his boat 85 km downstream and 45 km upstream, taking 2 1/2 hours each time. Find the speed of the stream?\nOptions:\n(A) 5 kmph\n(B) 7 kmph\n(C) 9 kmph\n(D) 8 kmph\n(E) 1 kmph	(D)	Speed downstream = d/t = 85/(2 1/2) = 34 kmph\nSpeed upstream = d/t = 45/(2 1/2) = 18 kmph\nThe speed of the stream = (34 - 18)/2 = 8 kmph
A train 250 m long is running at a speed of 27 km/hr. In what time will it pass a bridge 200 m long?\nOptions:\n(A) 40\n(B) 45\n(C) 50\n(D) 55\n(E) 60	(E)	Speed = 27 * 5/18 = 15/2 m/sec\nTotal distance covered = 250 + 200 = 450 m\nRequired time = 450 * 2/15 = 60 sec
A man rows his boat 85 km downstream and 45 km upstream, taking 2 1/2 hours each time. Find the speed of the stream?\nOptions:\n(A) 7 kmph\n(B) 6 kmph\n(C) 5 kmph\n(D) 8 kmph\n(E) 2 kmph	(D)	Speed downstream = d/t = 85/(2 1/2) = 34 kmph\nSpeed upstream = d/t = 45/(2 1/2) = 18 kmph\nThe speed of the stream = (34 - 18)/2 = 8 kmph
A train 280 m long, running with a speed of 63 km/hr will pass a tree in?\nOptions:\n(A) 22 sec\n(B) 16 second\n(C) 77 sec\n(D) 55 sec\n(E) 17 sec	(B)	Speed = 63 * 5/18 = 35/2 m/sec\nTime taken = 280 * 2/35 = 16 sec
The speed of a car is 90 km in the first hour and 60 km in the second hour. What is the average speed of the car?\nOptions:\n(A) 22\n(B) 75\n(C) 44\n(D) 28\n(E) 12	(B)	S = (90 + 60)/2 = 75 kmph
What is the are of an equilateral triangle of side 14 cm?\nOptions:\n(A) 66âˆš3 cm2\n(B) 74âˆš3 cm2\n(C) 64âˆš3 cm2\n(D) 49âˆš3 cm2\n(E) 14âˆš3 cm2	(D)	Area of an equilateral triangle = âˆš3/4 S2\nIf S = 14, Area of triangle = âˆš3/4 * 14 * 14 = 49âˆš3 cm2;
If six persons sit in a row, then the probability that three particular persons are always together is?\nOptions:\n(A) 1/5\n(B) 1/4\n(C) 1/9\n(D) 1/6\n(E) 1/1	(C)	Six persons can be arranged in a row in 6! ways. Treat the three persons to sit together as one unit then there four persons and they can be arranged in 4! ways. Again three persons can be arranged among them selves in 3! ways. Favourable outcomes = 3!4! Required probability = 3!4!/6! = 1/5
How many seconds will a train 100 meters long take to cross a bridge 250 meters long if the speed of the train is 36 kmph?\nOptions:\n(A) 54 sec\n(B) 35 sec\n(C) 25 sec\n(D) 45 sec\n(E) 24 sec	(B)	D = 100 + 250 = 350\nS = 36 * 5/18 = 10 mps\nT = 350/10 = 35 sec
There are 5 sweets – Jumun, Kulfi, Peda, Laddu and Jilabi that I wish to eat on 5 consecutive days – Monday through Friday, one sweet a day, based on the following self imposed constraints:\n1) Laddu is not eaten on Monday\n2) If Jamun is eaten on Monday, then Laddu must be eaten on Friday\n3) If Laddu is eaten on Tuesday, Kulfi should be eaten on Monday\n4) Peda is eaten the day following the day of eating Jilabi\nBased on the above, peda can be eaten on any day except?\nOptions:\n(A) Tuesday\n(B) Monday\n(C) Wednesday\n(D) Friday\n(E) Sunday	(B)	Peda is eaten the day following the day of eating Jilabi, So Peda can never be had on the starting day, which is Monday.
A train 280 m long, running with a speed of 63 km/hr will pass a tree in?\nOptions:\n(A) 11\n(B) 16\n(C) 188\n(D) 199\n(E) 12	(B)	Speed = 63 * 5/18 = 35/2 m/sec\nTime taken = 280 * 2/35 = 16 sec
Find 12 ×× 19\nOptions:\n(A) 238\n(B) 228\n(C) 208\n(D) 277\n(E) 101	(B)	Mentally imagine this number as (10 + 2 ) ×× 19 = 190 + 38 = 228.
3 candidates in an election and received 1136, 7636 and 11628 votes respectively. What % of the total votes did the winningcandidate got in that election?\nOptions:\n(A) 45%\n(B) 54%\n(C) 57%\n(D) 60%\n(E) 65%	(C)	Total number of votes polled = (1136 + 7636 + 11628) = 20400\nSo, Required percentage = 11628/20400 * 100 = 57%
If the cost price of 50 articles is equal to the selling price of 15 articles, then the gain or loss percent is?\nOptions:\n(A) 16\n(B) 127\n(C) 12\n(D) 18\n(E) 233	(E)	Percentage of profit = 35/15 * 100 = 233%
In May Mrs Lee's earnings were 60 percent of the Lee family's total income. In June Mrs Lee earned 20 percent more than in May. If the rest of the family's income was the same both months, then, in June, Mrs Lee's earnings were approximately what percent of the Lee family's total income ?\nOptions:\n(A) 64%\n(B) 68%\n(C) 72%\n(D) 76%\n(E) 80%	(A)	Say May income = 100\nL's income = 60 and rest of the family = 40\nIn June L's income = 60 * 120 /100 = 72\nSo 72 /72 + 40 = 64%
In Sam's hanger there are 23 boxes, 19 out of the boxes are filled with toys and the rest are filled with electrical appliances. 8 boxes are for sale, 5 of them are filled with toys. How many boxes with electrical appliances are in Sam's hanger that is not for sale?\nOptions:\n(A) 1.\n(B) 2.\n(C) 3.\n(D) 4.\n(E) 5.	(A)	Total boxes = 23\nFilled with toys = 19\nFilled with appliance = 4\nTotal boxes for sale = 8\nToy boxes for sale = 5\nAppliance boxes for sale = 3\nAppliance boxes not for sale = 4 - 3 = 1
The speed of a boat in still water is 50kmph and the speed of the current is 20kmph. Find the speed downstream and upstream?\nOptions:\n(A) 40, 68 kmph\n(B) 40, 30 kmph\n(C) 70, 30 kmph\n(D) 40, 60 kmph\n(E) 20, 60 kmph	(C)	Speed downstream = 50 + 20 = 70 kmph\nSpeed upstream = 50 - 20 = 30 kmph
The length Q of a rectangle is decreased by 15% and its width is increased by 40%. Does the area of the rectangle decrease or increase and by what percent?\nOptions:\n(A) Decreases by 19%\n(B) Decreases by 25%\n(C) Increases by 6%\n(D) Increases by 19%\n(E) Increases by 25%	(D)	Let the length Q of the rectangle be 100x, and width be 100y. Area = 100x * 100y = 10000xy\nNow after the change Length = 85x, and width = 140 y. Area = 11900xy\n% Change = (11900xy - 10000xy)/(10000xy) = 19 % Increase. Hence
A person spends 1/3rd of the money with him on clothes, 1/5th of the remaining on food and 1/4th of the remaining on travel. Now, he is left with Rs 600. How much did he have with him in the beginning?\nOptions:\n(A) s 200\n(B) s 1500\n(C) s 300\n(D) s 450\n(E) s 550	(B)	Suppose the amount in the beginning was Rs ’x’\nMoney spent on clothes = Rs 1x/3 Balance = Rs 2x/3\nMoney spent on food = 1/5 of 2x/3 = Rs 2x/15\nBalance = 2x/3 - 2x/15 = Rs 8x/15\nMoney spent on travel = 1/4 of 8x/15 = Rs 2x/15 = 8x/15 - 2x/15 = 6x/15 = Rs2x/5\nTherefore 2x/5 = 100 = 1500
Steve traveled the first 2 hours of his journey at 40 mph and the last 3 hours of his journey at 80 mph. What is his average speed of travel for the entire journey?\nOptions:\n(A) 61mph\n(B) 62mph\n(C) 63mph\n(D) 64mph\n(E) 65mph	(D)	(2*40+3*80)/5 = 64mph
The compound ratio of 2/3, 6/7, 1/3 and 1/8 is given by?\nOptions:\n(A) 1/45\n(B) 1/42\n(C) 1/46\n(D) 1/48\n(E) 1/43	(B)	2/3 * 6/7 * 1/3 * 1/8 = 1/42
If 12 men can reap 120 acres of land in 16 days, how many acres of land can 36 men reap in 32 days?\nOptions:\n(A) 269\n(B) 512\n(C) 369\n(D) 720\n(E) 450	(D)	12 men 120 acres 16 days\n36 men ? 32 days\n120 * 36/12 * 32/16\n120 * 3 * 2\n120 * 6 = 720
A train of 25 carriages, each of 60 meters length, when an engine also of 60 meters length is running at a speed of 60 kmph. In what time will the train cross a bridge 2.5 km long?\nOptions:\n(A) 4\n(B) 3\n(C) 5\n(D) 7\n(E) 9	(A)	D = 25 * 60 + 2500 = 4000 m\nT = 4000/60 * 18/5 = 240 sec = 4 mins
The average amount with a group of seven numbers is Rs. 30. If the newly joined member has Rs. 60 with him, what was the average amount with the group before his joining the group?\nOptions:\n(A) s. 25.6\n(B) s. 25\n(C) s. 16.6\n(D) s. 26\n(E) s. 25.6	(B)	Total members in the group = 7\nAverage amount = Rs. 30\nTotal amount with them = 7 * 30 = Rs. 210\nOne number has Rs. 60. So, the amount with remaining 6 people = 210 - 60 = Rs. 150\nThe average amount with them = 150/6 = Rs. 25
The average of 13 result is 20. Average of the first 8 of them is 20 and that of the last 8 is 40. Find the 8th result?\nOptions:\n(A) 35\n(B) 37\n(C) 46\n(D) 90\n(E) 100	(E)	Sum of all the 13 results = 13 * 20 = 260\nSum of the first 7 of them = 8 * 20 = 160\nSum of the last 7 of them = 8 * 40 = 320\nSo, the 8th number = 260 + 160 - 320 = 100.
How many common two-digit whole numbers are there which gives a remainder of 2 when divided by 9 and gives a remainder of 5 when divided by 8?\nOptions:\n(A) Five\n(B) Three\n(C) One\n(D) Two\n(E) Four	(C)	Answer = C) One\nTwo digit numbers giving remainder 2 when divided by 9 = 11, 20, 29, 38, 47, 56, 65, 74, 83, 92\nTwo digit numbers giving remainder 5 when divided by 8 = 13, 21, 29, 37, 45, 53, 61, 69, 77, 85, 93\nCommon Numbers = 29 = 1
Find the least number must be subtracted from 427398 so that remaining no.is divisible by 15?\nOptions:\n(A) 3\n(B) 4\n(C) 6\n(D) 9\n(E) 8	(A)	On dividing 427398 by 15 we get the remainder 3, so 3 should be subtracted
Anmol can eat 27 pastries in a hour.\nAakriti can eat 2 pastries in 10 minutes.\nDivya can eat 7 pastries in 20 minutes.\nHow long will it take them to eat a 420 pastries ?\nOptions:\n(A) 2 hours.\n(B) 1 hours.\n(C) 5 hours.\n(D) 4 hours.\n(E) 7 hours.	(E)	In one hour, Anmol eats 27 pastries, Aakriti eats 12, and Divya eats 21. A total of 60 pastries. Therefore 420 pastries would take 420 ÷ 60 = 7 hours.
What is the greatest positive integer x such that 6^x is a factor of 216^10?\nOptions:\n(A) 5\n(B) 9\n(C) 10\n(D) 20\n(E) 30	(E)	216^10 = (6^3)^10 = 6^30
The purchase price of an article is $48. In order to include 30% of cost for overhead and to provide $12 of net profit, the markup should be\nOptions:\n(A) 15%\n(B) 25%\n(C) 35%\n(D) 40%\n(E) 55%	(E)	Cost price of article = 48$\n% of overhead cost = 30\nNet profit = 12 $\nWe need to calculate % markup\nNet profit as % of cost price = (12/48)*100 = 25%\nTotal markup should be = 25 + 30 = 55%
The length of a rectangle is increased by 25% and its breadth is decreased by 20%. What is the effect on its area?\nOptions:\n(A) 10000\n(B) 297\n(C) 9279\n(D) 2767\n(E) 2676	(A)	100 * 100 = 10000\n125 * 80 = 10000
Henry earns $120 a week from his job. His income increased and now makes $180 a week. What is the percent increase?\nOptions:\n(A) 70%\n(B) 60%\n(C) 50%\n(D) 40%\n(E) 30%	(C)	Increase = (60/120)*100 = (1/2)*100 = 50%.
A person deposits 1/16 of his income as Provident Fund and 1/15 of the remaining as insurance premium. If he spends 5/7 of the balance on domestic needs and deposits an amount of Rs. 50 in the bank, his total income would be\nOptions:\n(A) 150\n(B) 200\n(C) 250\n(D) 300\n(E) 350	(B)	(1-(1/16))(1-(1/15))(1-(5/7)) of Income = 50\nHence income = 200
396, 462, 572, 427, 671, 264\nOptions:\n(A) 396\n(B) 427\n(C) 671\n(D) 264\n(E) 572	(B)	In each number except 427, the middle digit is the sum of other two.
There are 25 balls in a jar. You take out 5 blue balls without putting them back inside, and now the probability of pulling out a blue ball is 1/5. How many blue balls were there in the beginning?\nOptions:\n(A) 12.\n(B) 9.\n(C) 8.\n(D) 7.\n(E) 6.	(B)	9 = 5 blue balls + 20/ 5
The average of first 10 odd numbers is?\nOptions:\n(A) 44\n(B) 10\n(C) 99\n(D) 77\n(E) 62	(B)	Sum of 10 odd no. = 100\nAverage = 100/10 = 10
Two trains are moving at 50 kmph and 70 kmph in opposite directions. Their lengths are 150 m and 100 m respectively. The time they will take to pass each other completely is?\nOptions:\n(A) 7 1/7 sec\n(B) 7 7/2 sec\n(C) 7 1/8 sec\n(D) 7 1/2 sec\n(E) 7 3/2 sec	(D)	70 + 50 = 120 * 5/18 = 100/3 mps\nD = 150 + 100 = 250 m\nT = 250 * 3/100 = 15/2 = 7 1/2 sec
