Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "Most people like to have coffee and doughnuts in the morning."\n- Sentence B: "Most people like to have hamburgers and pudding in the morning."\n	Sentence B	Hamburgers are a lunch or dinner food, and pudding is a dessert.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "Frank hit Will with a stone causing him pain"\n- Sentence B: "Frank hit Will with a pillow causing him pain"\n	Sentence B	Pillows are light and soft and cannot cause pain.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "he put the sock on the drum."\n- Sentence B: "He put a sock on his foot."\n	Sentence A	A drum is much larger than a sock.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "She put mustard on a star."\n- Sentence B: "She put mustard on a corndog."\n	Sentence A	A star is too far away for someone to but a condiment on.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "A person can visit relatives."\n- Sentence B: "A person is not allowed to visit their relatives."\n	Sentence B	It is a human right to visit a relative and there are no laws against it, so you can visit a relative.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "Low blood pressure is a hazardous way to diet and lose weight."\n- Sentence B: "A diet is a great way to lower blood pressure, and lose weight."\n	Sentence A	Lowering high blood pressure, and weight loss is the result of eating healthy and exercising.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "Europe is in france"\n- Sentence B: "france is in Europe"\n	Sentence A	Europe is a continent and is too large to be in a small country like France.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "The babies birthday is the day their parents met."\n- Sentence B: "When a baby is born, that day is called its' birthday."\n	Sentence A	A birthday refers to the day you were conceived as a way to refer to your age so it cannot be the day your parents met.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "You can not get drunk from alcohol."\n- Sentence B: "Drinking alcohol gets you drunk."\n	Sentence A	Alcohol is the only thing you can get drunk from and by drinking it, your brain becomes drunk.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "The grass is growing."\n- Sentence B: "The grass is singing."\n	Sentence B	Grass does not have voice or mouth to make noise.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "She cut the meat with a fridge."\n- Sentence B: "She cut the meat with a knife."\n	Sentence A	A refrigerator is much larger than a meat.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "I ran to the barn."\n- Sentence B: "I ran to the sky."\n	Sentence B	You can't run the sky,because you will go the sky use the space rocket.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "No one uses pens to write with."\n- Sentence B: "People write with pens."\n	Sentence A	Pens are made to be used for writing and are a common writing tool that people use because they are effective.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "The whale swims in a bathtub."\n- Sentence B: "The whale swims in the ocean."\n	Sentence A	The whale is much larger than a bathtub.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "A boxer would never punch in a boxing match."\n- Sentence B: "A boxer is likely to throw a punch in a boxing match."\n	Sentence A	A boxer needs to punch in a boxing match to score points and win. A referee makes them punch.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "There was a person drinking sulfuric acid."\n- Sentence B: "There was a person drinking water."\n	Sentence A	People do not drink sulfuric acid because it would kill them.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "He moved a city to his belongings"\n- Sentence B: "He moved his belongings to a new city"\n	Sentence A	A city is too big to fit into whatever belongings the person has.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He put the ice cream in the freezer"\n- Sentence B: "he put the ice cream in the closet"\n	Sentence B	The ice cream would melt in the closet so it is very unlikely that he put it there.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "She went to the shop to buy bread"\n- Sentence B: "She went to the shop to buy hands"\n	Sentence B	You cannot buy hands at stores or shops.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "He took the curb to the trash."\n- Sentence B: "He took the trash out to the curb."\n	Sentence A	You can't take a curb from it's spot.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "She flew on a pizza."\n- Sentence B: "She delivered a pizza."\n	Sentence A	Pizzas do not have engines to be flown.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "The house entered the man"\n- Sentence B: "The man entered the house"\n	Sentence A	A house is an object so it cannot enter anything, especially a man.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "He put a whale on the shelf."\n- Sentence B: "He put an orange on the shelf"\n	Sentence A	A whale is too large to fit on a shelf.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "He travels by a bus to reach the office."\n- Sentence B: "He travels by a laptop to reach the office."\n	Sentence B	Laptop is not a vehicle which can be driven.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "The table melts at room temperature."\n- Sentence B: "The ice melted at room temperature."\n	Sentence A	A table does not melt at room temperature.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He walked to mars"\n- Sentence B: "He walked to the store"\n	Sentence A	The only way to get to mars is by spaceship.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "He raised a tambourine with his hands."\n- Sentence B: "He lifted a tractor with his hands."\n	Sentence B	A tractor is too heavy to lift with its hands.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "He put a card in his wallet."\n- Sentence B: "He put a horse in his wallet."\n	Sentence B	A horse is much larger than a wallet.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "The woman wrote down the story with a pencil on paper"\n- Sentence B: "The woman wrote down the story with a spoon on paper"\n	Sentence B	A person can't write down something with a spoon.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "she ate a brick"\n- Sentence B: "she ate a banana"\n	Sentence A	People eat food and a brick is not a food and it is also too hard to chew.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "The Piano was hit"\n- Sentence B: "The Piano was played"\n	Sentence A	You cannot get music out of the piano by hitting it.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "A cup is for holding a liquid you plan to drink."\n- Sentence B: "A cup is for holding a gas you plan to drink."\n	Sentence B	A person does not drink gas, from a cup or anything else.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "He threw an anvil into the basket."\n- Sentence B: "He threw the ball into the basket."\n	Sentence A	An anvil is too heavy to throw in a basket.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He ate a crane."\n- Sentence B: "He ate barbecue."\n	Sentence A	A crane and made of metal is not fit for eating.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "He danced on the spoon"\n- Sentence B: "He danced on the floor"\n	Sentence A	A spoon is too small to dance on.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "A landscape is a painting or a photograph which focuses on the face of a person"\n- Sentence B: "A portrait is a painting or a photograph which focuses on the face of a person"\n	Sentence A	Landscapes focus on a wider scale and more about the environment than an individual.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "A man defrosted a chicken using a microwave."\n- Sentence B: "A man defrosted a chicken using a lighter."\n	Sentence B	You can not defrost a chicken using a lighter because the heat generated is too small and focuses on only one part of the chicken.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "He was walking on the water."\n- Sentence B: "He was walking on the road."\n	Sentence A	Water has no solid surface to hold someone above it.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "She lifted a tractor."\n- Sentence B: "She lifted a chair."\n	Sentence A	A tractor is too heavy for one person.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "The sun shines bright in the day"\n- Sentence B: "The sun shines bright in the night"\n	Sentence B	At night, we cannot see the sun and therefore it does not shine brightly at nighttime.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "The woman writes in the book."\n- Sentence B: "The woman writes in the sky."\n	Sentence B	A woman can not physically write in the sky.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "You will never find dust on a desktop."\n- Sentence B: "Something you can find on a desktop is dust."\n	Sentence A	Dust accumulates on a desktop naturally overtime because of spores in the air.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "Dogs eat dog food."\n- Sentence B: "Dogs eat extension cords."\n	Sentence B	Extension cords are not food and should not be eaten, as a rule.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "Children love reading stories"\n- Sentence B: "Children love doing the laundry"\n	Sentence B	Laundry is not a fun activity for children.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "You can take a bath in a tub"\n- Sentence B: "You can take a bath in a blender"\n	Sentence B	A blender is too small to take a bath in.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "The coin was made of silver"\n- Sentence B: "The coin was made of cheese"\n	Sentence B	Cheese is too soft and edible to be made into a coin.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "A fork is used for cutting bread"\n- Sentence B: "A bread knife is used for cutting bread"\n	Sentence A	Forks are not sharp enough to cut bread.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "The water froze on the stove."\n- Sentence B: "The water on the stove is boiling."\n	Sentence A	Stoves get hot and you cannot freeze water in the heat.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "A spider spun a web."\n- Sentence B: "A horse spun a web"\n	Sentence B	Horses do not have the glands to produce materials to spin webs.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "she bought minecraft to play on her xbox"\n- Sentence B: "she bought minecraft to play netball with"\n	Sentence B	Minecraft is a computer game, not a toy.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "She put a phone in her bag."\n- Sentence B: "She put a house in her purse."\n	Sentence B	A house is much larger than a purse.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "She took the laptop in the car"\n- Sentence B: "She took a battle tank in the car."\n	Sentence B	A battle tank is much larger than a car.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "He put the shoes in his mouth"\n- Sentence B: "He put the pills in his mouth."\n	Sentence A	Shoes are not meant for consumption and generally do not taste good, therefore there is no reason to put them in one's mouth.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "He put a hat over his head"\n- Sentence B: "He put a teapot over his head"\n	Sentence B	A teapot put over a head would most likely fall and break so one should not do that.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "You will never find a dog that likes to eat meat."\n- Sentence B: "Dog's love eating meat."\n	Sentence A	Meat is the preferred food to dogs because they are carnivores and it has all their nutritional needs.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "I put my bowling alley on the couch"\n- Sentence B: "I put my dog on the couch"\n	Sentence A	A bowling alley can't be put on a couch.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "There was an ant wrapped around a tree."\n- Sentence B: "There was a snake wrapped around a tree."\n	Sentence A	Ants have a body that is too small to curl up in a tree.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He played the piano with his fingers."\n- Sentence B: "He played the piano with a ship."\n	Sentence B	A ship is much larger than a piano.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "A pocket knife is useless."\n- Sentence B: "A pocket knife is very useful."\n	Sentence A	A pocket knife has many uses because it has a blade and can cut things like food or wood.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "He ate a ham sandwich"\n- Sentence B: "He ate a lion sandwich"\n	Sentence B	Lion isn't type of meat people it or put in the sandwich.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "The cat bites a rubber ball."\n- Sentence B: "The cat bites a cloud."\n	Sentence B	A cloud is too high relative to the cat.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "The fish got into the car and drove off"\n- Sentence B: "The man got in the car and drove off"\n	Sentence A	Fish do not have the body nor brain to operate a car.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "I broiled a gluten-free cake."\n- Sentence B: "I baked a gluten-free cake."\n	Sentence A	Broiling is a process to cook meat, not cake.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "There were a lot of people pulling a huge ten ton block."\n- Sentence B: "There was one person pulling a massive ten ton block."\n	Sentence B	One person just can't pull a ten ton block.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "a computer a day keeps doctors away"\n- Sentence B: "an apple a day keeps doctor away"\n	Sentence A	A computer has no benefit to your health.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "Rain fell from the sky"\n- Sentence B: "Whales rain from the sky."\n	Sentence B	Whales are to heavy to be apart of the water cycle.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "A child can breath fire."\n- Sentence B: "A child can close a door."\n	Sentence A	Breathing fire is not something humans can do.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "There was a zebra hunting a lion."\n- Sentence B: "There was a lion hunting a zebra."\n	Sentence A	Zebras do not hunt lions, they are hunted by lions.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "The dog chased the cat."\n- Sentence B: "The dog chased the bed."\n	Sentence B	Beds do not move and thus cannot be chased.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "A football is likely to be kicked by a footballer."\n- Sentence B: "A footballer would never kick a football."\n	Sentence B	A footballer gets paid to kick a football into a goal and so he needs to do so.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "He went on holiday to Chicken"\n- Sentence B: "He went on holiday to Turkey"\n	Sentence A	Chicken is not a place a person can visit.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "A recipe is great way to cook a gourmet meal and avoid minor mistakes in the kitchen."\n- Sentence B: "Cooking gourmet meals is the number one way to make mistakes such as kitchen fires."\n	Sentence B	Kitchen fires, and or mistakes are not a direct result of cooking gourmet meals.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "He drinks beer in a dog"\n- Sentence B: "He drinks beer in a mug"\n	Sentence A	Dogs are not containers nor will they hold liquid.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "It rains often in London"\n- Sentence B: "It rains often in Sahara"\n	Sentence B	The Sahara is a desert and there is not much rain in deserts.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "taking a walk in the park can be good for your health"\n- Sentence B: "taking a dump in the park can be good for your health"\n	Sentence B	Taking a dump in the park is illegal and unsanitary.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "She jumped into the water of a pool."\n- Sentence B: "She jumped into the water of a glass."\n	Sentence B	A glass is much smaller than a pool.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "She lives in a home."\n- Sentence B: "She lives in a snow globe."\n	Sentence B	A snow globe is not designed for habitation.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "John plays the piano."\n- Sentence B: "John plays the milk."\n	Sentence B	Milk is a liquid not an musical instrument.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "You cannot hydrate yourself by drinking water."\n- Sentence B: "People drink water to hydrate themselves."\n	Sentence A	Water is the most efficient way to hydrate yourself compared to other liquid.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "I take my medicine"\n- Sentence B: "My medicine take me"\n	Sentence B	Medicine does not any physical actions by itself.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "Tomorrow is Friday."\n- Sentence B: "Tomorrow is a water bottle."\n	Sentence B	Water bottle is not a day of the week.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He cooks a bed in the pan."\n- Sentence B: "He cooked milk in the pan."\n	Sentence A	The bed is too big for a pan.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "Dirty dishes cannot be cleaned in a dishwasher."\n- Sentence B: "Dirty dishes can be cleaned in a dishwater."\n	Sentence A	A dishwashers purpose is too clean dishes and was invented to do so.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "He put a cat into the cabinet."\n- Sentence B: "He put a shark into the cabinet."\n	Sentence B	A shark would not fit in a cabinet.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "She went to the park on Sunday"\n- Sentence B: "She went to the moon on Sunday"\n	Sentence B	Most humans do not have the capability for space travel and the trip could not be made in one day anyway.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "She ran on the track."\n- Sentence B: "She ran into the closet."\n	Sentence B	The closet is too small, not fit for racing.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "The girl was sleeping on a couch"\n- Sentence B: "The girl was sleeping on a spoon"\n	Sentence B	Spoons are too small and hard to sleep on.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "He unlocked the door with a shoe."\n- Sentence B: "He unlocked the door with a key."\n	Sentence A	A door cannot be unlocked with a shoe.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "He took his dog to the hairdresser for a health check-up."\n- Sentence B: "He took his dog to the veterinarian for a health check-up."\n	Sentence A	Hairdressers do not perform health check-ups on animals.
One of the following sentences is nonsensical. Which one is it?\nOptions:\n- Sentence A: "He carved the ham with a knife."\n- Sentence B: "He carved the ham with a spoon."\n	Sentence B	A spoon is not sharp and couldn't cut a ham.
Which of these sentences doesn't make sense?\nOptions:\n- Sentence A: "In the morning when I wake up, I eat breakfast."\n- Sentence B: "In the morning when I wake up, I eat dinner."\n	Sentence B	Dinner is eaten in the evening, not the morning.
Choose the sentence that goes against common sense.\nOptions:\n- Sentence A: "Potatos is the plural of potato"\n- Sentence B: "Potatoes is the plural of potato"\n	Sentence A	Potatoes is the plural of potato, not misspelled potatos.
Pick which sentence is not logical.\nOptions:\n- Sentence A: "I found a notepad on a table."\n- Sentence B: "I found a soap on a table."\n	Sentence B	A soap should be in a soap dish.
Of the below sentences, which one does *not* make sense?\nOptions:\n- Sentence A: "Something you might do while driving your car is slam on the brakes"\n- Sentence B: "Something you might do while driving your car is fly a plane"\n	Sentence B	People cannot drive and fly at the same time.
Which of the following sentences is nonsensical?\nOptions:\n- Sentence A: "Curtains let more light into the room."\n- Sentence B: "Curtains stop light from entering the room."\n	Sentence A	Curtains are a physical barrier for the light.
Of the following two sentences, which one is against common sense?\nOptions:\n- Sentence A: "He sent a text message in lunch box"\n- Sentence B: "He sent a text message in mobile"\n	Sentence A	Test messages require an electric signal which lunch boxes don't provide.
Which of the following two sentences does not make sense?\nOptions:\n- Sentence A: "An armchair is where people sit and relax"\n- Sentence B: "An stove is where people sit and relax"\n	Sentence B	There is no place to sit and relax a a stove.
